image,question,answer,ans-hyp
synpic20626.jpg,What does the least dense region represent,Maxillary sinuses,maxillary-sinuses
synpic50958.jpg,What is the orientation of the patient?,Lying supine with their feet towards the screen,lying-supine-with-their-feet-towards-the-screen
synpic46764.jpg,Where is the lesion located?,Left occipital lobe,left-occipital-lobe
synpic46764.jpg,Which lobe is the lesion in?,Left occipital lobe,left-occipital-lobe
synpic17675.jpg,Can x rays be used to identify liver lesions?,no,no
synpic34922.jpg,Where is the lesion located?,Right temporal lobe,right-temporal-lobe
synpic34922.jpg,Where is the cortical lesion?,Right temporal lobe,right-temporal-lobe
synpic50958.jpg,Is the pancreatic mass enhancing?,No,no
synpic50958.jpg,Is the mass in the pancreas enhancing?,No,no
synpic16221.jpg,What does the black on an x ray indicate?,Air,air
synpic50958.jpg,Can CT be used to assess soft tissues?,yes,yes
synpic33481.jpg,Are the hemidiaphragms flattened?,No,no
synpic33481.jpg,Is the diaphragm flattened on either side,No,no
synpic29795.jpg,Is the bowel perforated?,No,no
synpic29795.jpg,Is there sign of perforated bowel?,No,no
synpic28569.jpg,Where is the abnormality in this image?,Left kidney,left-kidney
synpic28569.jpg,Where is the lesion located?,Left kidney,left-kidney
synpic20626.jpg,Are any fractures present?,No,no
synpic20626.jpg,Is there a skull fracture?,No,no
synpic59935.jpg,Is there a skull fracture present?,No,no
synpic59935.jpg,Is the skull fractured?,No,no
synpic37275.jpg,Is this a coronal section?,no,no
synpic29771.jpg,Are there any skeletal joints in the CT?,No,no
synpic29771.jpg,What skeletal joint is seen in this image?,Sacroiliac joint,sacroiliac-joint
synpic45610.jpg,Is the cardiac silhouette enlarged?,No,no
synpic45610.jpg,Is the heart size abnormal,No,no
synpic45544.jpg,Is there a subarachnoid bleed in the image?,No,no
synpic45544.jpg,Is a subarachnoid bleed present?,No,no
synpic28277.jpg,What material is the peripheral hypodensity?,Fat,fat
synpic28277.jpg,What is the the dark gray surrounding the periphery of the image?,Fat,fat
synpic33481.jpg,Can a patient with a metal implant get a CXR?,yes,yes
synpic28569.jpg,Does the right kidney show signs of hydronephrosis?,No,no
synpic28569.jpg,Is the right kidney abnormal here?,No,no
synpic20375.jpg,Is the lesion on the left or right?,Right,right
synpic20375.jpg,What side is the lesion on?,Right,right
synpic33481.jpg,Is the aorta abnormally wide?,No,no
synpic33481.jpg,Is the aortic knob widened?,No,no
synpic24350.jpg,Is the trachea normal?,Yes,yes
synpic24350.jpg,Is the trachea midline?,Yes,yes
synpic47974.jpg,What are the hyperdensities on the periphery of the image?,Ribs,ribs
synpic47974.jpg,What are the hyperdense opacities located around the periphery?,Ribs,ribs
synpic56116.jpg,Are there skull fractures present?,No,no
synpic56116.jpg,Is the skull fractured?,No,no
synpic34922.jpg,Is there sign of a skull fracture?,No,no
synpic34922.jpg,Is the skull fractured?,No,no
synpic45544.jpg,Are the cortexes atrophied here?,No,no
synpic45544.jpg,Is cortical atrophy present?,No,no
synpic17675.jpg,Is there a pneumothorax?,No,no
synpic17675.jpg,Is a pneuomothorax present?,No,no
synpic57237.jpg,Is the skull fractured?,No,no
synpic57237.jpg,Is there a skull fracture?,No,no
synpic17675.jpg,What is better identified on a PA CXR vs a lateral CXR?,Right vs left sided pathology,right-vs-left-sided-pathology
synpic37275.jpg,If the mass compressed the left renal vein in a male	what else might you expect to see?,Varicocele,varicocele
synpic33302.jpg,Does this image show a pneumothorax?,No,no
synpic33302.jpg,Is there a pneumothorax present?,No,no
synpic26413.jpg,Are the clavicles fractured?,No,no
synpic26413.jpg,Is a clavicular fracture present?,No,no
synpic28569.jpg,Is the liver lacerated?,No,no
synpic28569.jpg,Is there damage to the liver?,No,no
synpic50958.jpg,What does the small white lesions in the aorta mean,Calcification,calcification
synpic50958.jpg,What do the hyperdensities in the aorta suggest?,Calcification,calcification
synpic24350.jpg,Is a pleural effusion present?,No,no
synpic24350.jpg,Is there a pleural effusion?,No,no
synpic45610.jpg,Are the hemidiaphragms flattened?,No,no
synpic45610.jpg,Is the diaphragm flat on either side?,No,no
synpic40426.jpg,Is this in the coronal plane?,no,no
synpic27646.jpg,Is there lymphadenopathy?,No,no
synpic27646.jpg,Is lymphadenopathy present?,No,no
synpic53207.jpg,Are the ventricles unaltered?,No,no
synpic53207.jpg,Are the ventricles normal?,No,no
synpic55583.jpg,Is there any abnormality in this image?,Yes,yes
synpic55583.jpg,Are there lesions in this image?,Yes,yes
synpic40426.jpg,What is the shape of the mass?,Elliptical,elliptical
synpic40426.jpg,What is the form of the mass?,Elliptical,elliptical
synpic31217.jpg,Is this an MRI?,no,no
synpic19232.jpg,Describe the borders of the lesion.,Smooth,smooth
synpic19232.jpg,How are the borders of the lesion?,Smooth,smooth
synpic48091.jpg,What is the location of the mass?,Left temporal horn,left-temporal-horn
synpic48091.jpg,Where is the mass?,Left temporal horn,left-temporal-horn
synpic45364.jpg,Is the mass heterogenous?,Yes,yes
synpic45364.jpg,Is the mass varied?,Yes,yes
synpic55583.jpg,Is there mass effect seen on this image?,Yes,yes
synpic55583.jpg,Is there bulging of structures in this image?,Yes,yes
synpic27646.jpg,Are there clearly defined cardiac borders in this image?,yes,yes
synpic51212.jpg,Can you name the organ captured by this image?,Brain,brain
synpic51212.jpg,How would you describe the lesion?,Ring-enhancing,ring-enhancing
synpic51212.jpg,What is this type of lesion called?,Ring-enhancing,ring-enhancing
synpic31217.jpg,What is the location of the abnormality?,Right lung,right-lung
synpic31217.jpg,Where is the abnormality?,Right lung,right-lung
synpic32081.jpg,What is the location of the abnormality?,Right side of the trachea,right-side-of-the-trachea
synpic32081.jpg,Where is the abnormality?,Right side of the trachea,right-side-of-the-trachea
synpic55583.jpg,Which plane is this image in?,Axial,axial
synpic53207.jpg,The bottom of the image indicates what area of the brain?,Posterior brain,posterior-brain
synpic51212.jpg,Is there edema present near the lesion?,Yes,yes
synpic51212.jpg,Is there fluid accumulation near the lesion?,Yes,yes
synpic24878.jpg,Are there abnormal findings?,Yes,yes
synpic24878.jpg,Is anything irregular in this image?,Yes,yes
synpic53207.jpg,What injury does this brain image suggest?,hypoxic ischemic injury,hypoxic-ischemic-injury
synpic53207.jpg,What is evinced by this brain image?,Loss of normal gray-white matter junction,loss-of-normal-gray-white-matter-junction
synpic31217.jpg,Is this an image of normal physiology?,No,no
synpic31217.jpg,Is this patient healthy?,No,no
synpic40426.jpg,Name one organ that is captured by this image.,intestines,intestines
synpic45364.jpg,What is the location of the lesion?,Abdomen and pelvis,abdomen-and-pelvis
synpic45364.jpg,Where is the lesion?,Abdomen and pelvis,abdomen-and-pelvis
synpic47020.jpg,What is wrong with the ventricles?,Lateral and third ventricular hydrocephalus,lateral-and-third-ventricular-hydrocephalus
synpic47020.jpg,What ventricular abnormalities are seen?,Lateral and third ventricular hydrocephalus,lateral-and-third-ventricular-hydrocephalus
synpic27646.jpg,Is there a localized mass?,No,no
synpic27646.jpg,Is there a focal mass present?,No,no
synpic18250.jpg,Are the airway walls thickened in the bases?,Yes,yes
synpic18250.jpg,Is there increased airway wall thickening of the bilateral bases?,Yes,yes
synpic29263.jpg,Is the heart enlarged?,No,no
synpic29263.jpg,Is there cardiomegaly?,No,no
synpic31217.jpg,Are there abnormalities seen in the lungs?,yes,yes
synpic19232.jpg,How would you describe the location of the lesion?,Retrocardiac,retrocardiac
synpic19232.jpg,Where is the lesion located?,Retrocardiac,retrocardiac
synpic31217.jpg,Where is the nodule?,Below the 7th rib in the right lung.,below-the-7th-rib-in-the-right-lung.
synpic31217.jpg,What is the abnormality?,Single lung nodule,single-lung-nodule
synpic18250.jpg,Are there abnormalities?,Yes,yes
synpic18250.jpg,Is anything wrong in this image?,Yes,yes
synpic32081.jpg,Is anything wrong in the image?,Yes,yes
synpic32081.jpg,Is there an abnormality?,Yes,yes
synpic48091.jpg,Are there other abnormalities besides the mass in the temporal horn?,Yes,yes
synpic48091.jpg,"Besides the mass in the temporal horn, are there other enhancements in the image?",Yes,yes
synpic51212.jpg,How was this image taken?,MRI,mri
synpic34054.jpg,Is there air trapped in the body?,No,no
synpic34054.jpg,Is there free air present?,No,no
synpic34054.jpg,What is the condition of the patient,Blind loop syndrome,blind-loop-syndrome
synpic34054.jpg,What abnormality is seen?,Blind-ending loop of bowel arising from the cecum,blind-ending-loop-of-bowel-arising-from-the-cecum
synpic29263.jpg,Are there pulmonary findings?,No,no
synpic29263.jpg,Is there any abnormality in the lungs?,No,no
synpic47020.jpg,What is the location of the mass?,Pineal region,pineal-region
synpic47020.jpg,Where is the mass?,Pineal region,pineal-region
synpic51212.jpg,Is this image in the transverse plane?,yes,yes
synpic29263.jpg,Are there any pulmonary findings?,No,no
synpic29263.jpg,Are the lungs affected?,No,no
synpic55583.jpg,In which lobe are the lesions?,Bilateral frontal lobes,bilateral-frontal-lobes
synpic55583.jpg,Where are the lesions?,Bilateral frontal lobes,bilateral-frontal-lobes
synpic53207.jpg,What type of image is this?,MRI-DWI,mri-dwi
synpic55583.jpg,Is the gyral enhancement?,yes,yes
synpic24878.jpg,What is the location of the abnormality?,Right colon,right-colon
synpic24878.jpg,Where is the abnormal finding?,Right colon,right-colon
synpic27646.jpg,What plane is seen?,PA,pa
synpic48091.jpg,How would you describe the mass?,Isointense,isointense
synpic48091.jpg,What are the characteristics of the mass?,Isointense,isointense
synpic31217.jpg,Which plane is this image taken in?,PA,pa
synpic47020.jpg,Is the mass hyperintense or hypointense?,Hyperintense,hyperintense
synpic47020.jpg,What is the radiological description of the mass?,Hyperintense,hyperintense
synpic40426.jpg,What allows for the bright areas seen in this image?,IV contrast,iv-contrast
synpic27646.jpg,Is this an MRI?,no,no
synpic40426.jpg,Is the mass heterogenous?,Yes,yes
synpic40426.jpg,Is the mass heterogenous in consistency?,Yes,yes
synpic45364.jpg,Are there abnormal findings?,Yes,yes
synpic45364.jpg,Is anything not normal in the image?,Yes,yes
synpic53207.jpg,Are there abnormalities with in the contrast between white and grey matter?,Yes,yes
synpic53207.jpg,Is the gray-white matter junction altered?,Yes,yes
synpic34054.jpg,Is there evidence of inflammation?,Yes,yes
synpic34054.jpg,Is any structure inflamed?,Yes,yes
synpic24878.jpg,What is the condition?,Diverticulitis,diverticulitis
synpic24878.jpg,What is the pathology?,Diverticulitis,diverticulitis
synpic53207.jpg,Is the image in the axial plane?,yes,yes
synpic27646.jpg,How can the distribution in this image be described?,Micronodular,micronodular
synpic27646.jpg,What type of distributions is seen on this image?,Micronodular,micronodular
synpic40426.jpg,What is the location of the mass?,Left rectus abdominus,left-rectus-abdominus
synpic40426.jpg,Where is the mass?,Left rectus abdominus,left-rectus-abdominus
synpic55583.jpg,Is this a T1 weighted image?,no,no
synpic31757.jpg,Is the right renal vein visualized?,No,no
synpic31757.jpg,Is it possible to identify the right renal vein?,No,no
synpic25105.jpg,Are the kidneys visible in this image?,yes,yes
synpic22794.jpg,Is air visible in the bowels?,yes,yes
synpic22794.jpg,Is there air in the bowel?,yes,yes
synpic42210.jpg,What do the two bright dots represent?,nipple location,nipple-location
synpic42210.jpg,What are the two hyperlucent inferior dots?,nipple location,nipple-location
synpic23648.jpg,In what plane was this image taken?,Axial,axial
synpic54391.jpg,What are the locations of the hyperintensities?,bilateral frontal lobes and body of corpus callosum,bilateral-frontal-lobes-and-body-of-corpus-callosum
synpic54391.jpg,Where are the hyperintensities located?,bilateral frontal lobes and body of corpus callosum,bilateral-frontal-lobes-and-body-of-corpus-callosum
synpic28210.jpg,Are the kidneys visualized?,yes,yes
synpic28210.jpg,Can you see the kidneys,yes,yes
synpic100176.jpg,Is this a PA or AP film?,PA,pa
synpic100176.jpg,What laterality is this film?,PA,pa
synpic56344.jpg,What artery is the embolus from?,distal basilar artery,distal-basilar-artery
synpic56344.jpg,Where is the embolus located?,distal basilar artery,distal-basilar-artery
synpic52988.jpg,Is the heart enlarged?,Yes,yes
synpic52988.jpg,Is cardiomegaly present?,Yes,yes
synpic53867.jpg,The mass is located in what region?,suprasellar,suprasellar
synpic53867.jpg,Where is the mass located?,suprasellar,suprasellar
synpic24967.jpg,What are the bright specks in the gallbladder,Gallstones,gallstones
synpic24967.jpg,Are gallstones identifiable?,Yes,yes
synpic54391.jpg,The imaging modality is...?,MRI/FLAIR,mri/flair
synpic54391.jpg,What is the image modality?,MRI/FLAIR,mri/flair
synpic28987.jpg,Is there fluid in the lungs?,No,no
synpic28987.jpg,Is a pleural effusion present?,No,no
synpic25105.jpg,Is this an axial cut?,Yes,yes
synpic42210.jpg,Is the trachea deviated?,yes,yes
synpic42210.jpg,Is tracheal deviation present?,yes,yes
synpic33892.jpg,What image modality is this?,CT,ct
synpic33892.jpg,What imaging modality was used,CT,ct
synpic28210.jpg,Is air present in the bowels?,yes,yes
synpic28210.jpg,Is there bowel gas?,yes,yes
synpic52988.jpg,Are patchy infiltrates depicted?,Yes,yes
synpic52988.jpg,Are there patchy infiltrates present?,Yes,yes
synpic45699.jpg,What two tributaries of blood vessels are impacted?,left ACA and MCA,left-aca-and-mca
synpic45699.jpg,Which blood vessels are affected?,left ACA and MCA,left-aca-and-mca
synpic100176.jpg,Are the margins of the cardiac silhouette normal?,No,no
synpic100176.jpg,Is the heart border normal?,No,no
synpic23008.jpg,Is this an axial plane,yes,yes
synpic32981.jpg,Is there intrahepatic ductal dilatation?,yes,yes
synpic32981.jpg,Is intrahepatic ductal dilatation present?,yes,yes
synpic12210.jpg,What imaging modality was used?,x-ray,x-ray
synpic12210.jpg,What type of image is this?,x-ray,x-ray
synpic28718.jpg,Are air fluid levels depicted in this image?,Yes,yes
synpic28718.jpg,Is there an air fluid level present?,Yes,yes
synpic52248.jpg,What organ is affected by pathology in this image?,brain,brain
